"PVWatts: Hourly PV Performance Data"
"Requested Location:","sioux falls"
"Location:","Lat, Lon: 43.49, -96.74"
"Lat (deg N):","43.49"
"Long (deg W):","96.74"
"Elev (m):","447.35998535156"
"DC System Size (kW):","500"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.104"
"Capacity Factor (%)","15.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","13","17","591","76","11","1","252.628","19.425","97077.758","92430.492"
"4","13","18","277","36","7","1","49.426","7.47","17741.453","14859.741"
"4","13","19","0","0","5","1","0","5","0","0"
"4","13","20","0","0","4","2","0","4","0","0"
"4","13","21","0","0","3","2","0","3","0","0"
"4","13","22","0","0","3","2","0","3","0","0"
"4","13","23","0","0","2","1","0","2","0","0"
"4","14","0","0","0","1","1","0","1","0","0"
"4","14","1","0","0","1","1","0","1","0","0"
"4","14","2","0","0","0","1","0","0","0","0"
"4","14","3","0","0","0","1","0","0","0","0"
"4","14","4","0","0","0","1","0","0","0","0"
"4","14","5","0","0","0","1","0","0","0","0"
"4","14","6","304","42","2","1","63.856","1.387","23189.938","20201.941"
"4","14","7","604","79","5","2","274.205","10.782","111312.375","106298.813"
"4","14","8","755","100","9","2","514.028","21.994","216189.984","208013.109"
"4","14","9","840","112","12","3","732.195","29.149","305579.906","294061.188"
"4","14","10","887","120","14","3","898.117","35.433","366157.688","352036.5"
"4","14","11","910","124","15","3","1002.794","39.154","401990.5","386201.438"
"4","14","12","930","118","16","3","1041.455","41.218","413249.688","396916.844"
"4","14","13","919","118","17","3","999.294","41.319","396191.625","380678.938"
"4","14","14","892","114","17","3","885.492","38.665","355111.469","341485.188"
"4","14","15","818","117","17","3","707.719","34.354","287640.656","276840.281"
"4","14","16","736","101","16","3","489.547","27.887","199398.5","191783.094"
"4","14","17","583","78","14","2","252.878","20.666","96867.977","92226"
"4","14","18","264","38","10","1","49.984","10.52","17923.844","15038.608"
"4","14","19","0","0","8","2","0","8","0","0"
"4","14","20","0","0","7","2","0","7","0","0"
"4","14","21","0","0","6","2","0","6","0","0"
"4","14","22","0","0","5","2","0","5","0","0"
"4","14","23","0","0","4","2","0","4","0","0"
"4","15","0","0","0","4","2","0","4","0","0"
"4","15","1","0","0","3","2","0","3","0","0"
"4","15","2","0","0","3","2","0","3","0","0"
"4","15","3","0","0","3","2","0","3","0","0"
"4","15","4","0","0","3","2","0","3","0","0"
"4","15","5","0","0","3","2","0","3","0","0"
"4","15","6","236","41","5","3","58.178","4.55","21695.141","18736.525"
"4","15","7","187","122","7","4","181.612","9.531","79258.672","75048.711"
"4","15","8","506","152","9","4","433.243","17.405","187525.016","180293.969"
"4","15","9","396","254","11","6","553.091","20.09","241720.547","232649.828"
"4","15","10","226","358","14","7","568.283","22.642","246641.703","237393.125"
"4","15","11","161","406","16","8","580.309","24.13","250292.609","240910.906"
"4","15","12","100","409","17","8","518.019","24.23","223340.625","214918.297"
"4","15","13","216","400","16","7","624.448","25.527","267554.281","257529.766"
"4","15","14","8","205","16","7","204.973","18.896","90574.102","86089.188"
"4","15","15","0","25","16","6","23.736","15.495","10652.312","7905.581"
"4","15","16","109","202","15","5","259.353","18.783","113434.492","108365.031"
"4","15","17","426","102","14","4","229.246","18.097","91372.031","86867.367"
"4","15","18","0","21","12","3","19.9","11.327","9098.484","6380.839"
"4","15","19","0","0","11","3","0","11","0","0"
"4","15","20","0","0","10","4","0","10","0","0"
"4","15","21","0","0","9","4","0","9","0","0"
"4","15","22","0","0","9","5","0","9","0","0"
"4","15","23","0","0","8","5","0","8","0","0"
"4","16","0","0","0","7","4","0","7","0","0"
"4","16","1","0","0","7","4","0","7","0","0"
"4","16","2","0","0","6","4","0","6","0","0"
"4","16","3","0","0","6","4","0","6","0","0"
"4","16","4","0","0","6","4","0","6","0","0"
"4","16","5","0","0","6","5","0","6","0","0"
"4","16","6","0","39","6","5","36.785","5.269","17268.133","14395.55"
"4","16","7","24","116","7","5","119.804","7.978","55016.801","51363.859"
"4","16","8","27","185","8","5","196.578","10.638","89865.688","85398.266"
"4","16","9","129","295","10","5","396.475","16.71","176516.594","169632.531"
"4","16","10","0","120","12","6","114.685","13.311","51975.359","48389.215"
"4","16","11","287","391","13","6","694.591","24.178","299501.594","288228.938"
"4","16","12","58","383","14","5","448.657","22.58","194932","187462.406"
"4","16","13","72","380","14","5","456.242","22.325","198451.234","190866.875"
"4","16","14","171","358","15","5","518.081","24.551","222864.484","214458.609"
"4","16","15","163","288","15","5","410.161","22.548","177606.641","170688.609"
"4","16","16","351","180","15","4","365.682","22.412","155103.578","148868.656"
"4","16","17","0","70","14","3","66.513","14.874","29933.986","26811.381"
"4","16","18","53","44","11","2","43.611","10.377","18984.539","16078.772"
"4","16","19","0","0","10","2","0","10","0","0"
"4","16","20","0","0","10","3","0","10","0","0"
"4","16","21","0","0","9","3","0","9","0","0"
"4","16","22","0","0","7","2","0","7","0","0"
"4","16","23","0","0","6","2","0","6","0","0"
"4","17","0","0","0","5","2","0","5","0","0"
"4","17","1","0","0","5","2","0","5","0","0"
"4","17","2","0","0","5","2","0","5","0","0"
"4","17","3","0","0","6","2","0","6","0","0"
"4","17","4","0","0","6","2","0","6","0","0"
"4","17","5","0","0","6","2","0","6","0","0"
"4","17","6","47","48","6","2","49.146","5.205","21902.756","18940.068"
"4","17","7","24","118","8","2","121.75","9.472","55560.578","51895.621"
"4","17","8","408","200","11","2","426.543","21.107","182544.813","175471.859"
"4","17","9","589","190","14","1","638.382","33.786","261077","251296.297"
"4","17","10","754","180","17","1","860.306","43.859","336259.594","323456.938"
"4","17","11","784","186","18","1","964.495","48.521","368433.5","354209.219"
"4","17","12","801","183","19","1","994.997","50.66","375861.813","361298.375"
"4","17","13","771","191","20","2","951.336","45.94","368337.219","354117.313"
"4","17","14","422","302","20","2","689.374","39.347","275793.563","265454.406"
"4","17","15","403","248","19","2","544.326","33.907","222589.375","214193.016"
"4","17","16","300","190","18","1","349.69","29.577","143784.969","137879.391"
"4","17","17","96","119","16","1","144.801","20.229","61314.496","57521.047"
"4","17","18","0","37","14","1","34.717","13.46","15723.174","12880.271"
"4","17","19","0","0","13","1","0","13","0","0"
"4","17","20","0","0","12","1","0","12","0","0"
"4","17","21","0","0","11","1","0","11","0","0"
"4","17","22","0","0","11","0","0","11","0","0"
"4","17","23","0","0","11","0","0","11","0","0"
"4","18","0","0","0","10","0","0","10","0","0"
"4","18","1","0","0","9","0","0","9","0","0"
"4","18","2","0","0","8","1","0","8","0","0"
"4","18","3","0","0","8","2","0","8","0","0"
"4","18","4","0","0","7","3","0","7","0","0"
"4","18","5","0","0","7","3","0","7","0","0"
"4","18","6","0","41","7","4","38.684","6.2","18086.877","15198.491"
"4","18","7","0","34","8","5","32.233","7.261","15001.915","12172.808"
"4","18","8","0","93","10","5","88.505","10.38","40634.176","37291.051"
"4","18","9","0","144","11","5","137.963","12.459","62762.223","58936.059"
"4","18","10","9","210","12","4","210.821","15.403","94646.297","90060.094"
"4","18","11","5","166","13","4","164.48","15.542","73800.703","69719.969"
"4","18","12","24","322","13","3","339.282","19.953","149211.547","143149.25"
"4","18","13","7","186","12","3","185.994","15.704","83392.742","79083.43"
"4","18","14","6","184","12","3","182.385","15.204","81953.617","77679.039"
"4","18","15","0","56","11","3","53.222","11.009","24367.555","21356.299"
"4","18","16","0","71","10","3","67.456","9.991","31023.531","27878.861"
"4","18","17","0","19","9","3","17.995","7.786","8356.225","5652.411"
"4","18","18","0","6","8","3","5.673","6.325","2650.82","51.952"
"4","18","19","0","0","7","3","0","7","0","0"
"4","18","20","0","0","6","4","0","6","0","0"
"4","18","21","0","0","5","4","0","5","0","0"
"4","18","22","0","0","4","4","0","4","0","0"
"4","18","23","0","0","3","4","0","3","0","0"
"4","19","0","0","0","3","4","0","3","0","0"
"4","19","1","0","0","2","3","0","2","0","0"
"4","19","2","0","0","2","3","0","2","0","0"
"4","19","3","0","0","2","4","0","2","0","0"
"4","19","4","0","0","1","4","0","1","0","0"
"4","19","5","0","0","1","4","0","1","0","0"
"4","19","6","0","37","2","4","35.059","1.077","16754.648","13891.948"
"4","19","7","658","63","4","4","284.95","8.769","116581.563","111428.586"
"4","19","8","463","170","6","4","432.689","14.606","190343.281","183021.953"
"4","19","9","825","126","8","4","744.873","23.785","319198.844","307118.844"
"4","19","10","289","354","11","5","628.274","23.145","272031.031","261836.203"
"4","19","11","386","364","13","5","760.691","27.534","322847.344","310614.594"
"4","19","12","502","336","14","5","866.489","30.797","362079.438","348142"
"4","19","13","381","363","15","6","751.188","28.166","317839.75","305816.344"
"4","19","14","870","131","16","6","893.838","31.521","371405.719","357046.219"
"4","19","15","802","129","16","6","712.173","28.526","297931.656","286722.094"
"4","19","16","702","117","15","5","491.547","24.452","204090.281","196320.109"
"4","19","17","555","90","13","3","259.3","18.886","101370.273","96614.141"
"4","19","18","286","45","10","1","59.456","10.874","21398.313","18445.51"
"4","19","19","0","0","7","1","0","7","0","0"
"4","19","20","0","0","6","1","0","6","0","0"
"4","19","21","0","0","6","2","0","6","0","0"
"4","19","22","0","0","7","3","0","7","0","0"
"4","19","23","0","0","6","3","0","6","0","0"
"4","20","0","0","0","4","2","0","4","0","0"
"4","20","1","0","0","2","2","0","2","0","0"
"4","20","2","0","0","1","3","0","1","0","0"
"4","20","3","0","0","1","3","0","1","0","0"
"4","20","4","0","0","0","4","0","0","0","0"
"4","20","5","0","0","0","4","0","0","0","0"
"4","20","6","429","47","2","6","87.869","2.239","30429.641","27297.006"
"4","20","7","23","123","4","7","124.923","4.926","58195.355","54471.867"
"4","20","8","87","218","5","8","262.584","7.923","120976.375","115705.539"
"4","20","9","532","214","7","8","621.738","15.377","277447.656","267044.75"
"4","20","10","514","278","8","8","753.452","18.66","332922.469","320262.875"
"4","20","11","958","111","9","8","1042.623","24.067","449744.563","416666.656"
"4","20","12","908","145","10","8","1054.65","25.516","451941.063","416666.656"
"4","20","13","918","132","11","9","1018.386","24.861","437623.469","416666.656"
"4","20","14","907","119","12","9","908.136","24.328","390495.25","375251.656"
"4","20","15","876","105","11","9","740.109","20.92","320734.406","308590.219"
"4","20","16","810","90","10","8","520.16","17.331","222471.109","214078.828"
"4","20","17","676","72","9","7","278.417","12.897","109910.281","104933.469"
"4","20","18","390","41","7","6","64.098","7.216","21635.121","18677.682"
"4","20","19","0","0","5","4","0","5","0","0"
"4","20","20","0","0","4","3","0","4","0","0"
"4","20","21","0","0","3","2","0","3","0","0"
"4","20","22","0","0","2","2","0","2","0","0"
"4","20","23","0","0","2","2","0","2","0","0"
"4","21","0","0","0","2","2","0","2","0","0"
"4","21","1","0","0","2","2","0","2","0","0"
"4","21","2","0","0","2","2","0","2","0","0"
"4","21","3","0","0","2","2","0","2","0","0"
"4","21","4","0","0","2","2","0","2","0","0"
"4","21","5","0","0","2","2","0","2","0","0"
"4","21","6","0","12","3","3","11.354","1.348","5419.956","2770.454"
"4","21","7","0","26","5","3","24.639","3.739","11642.628","8877.265"
"4","21","8","193","223","8","3","330.313","14.371","147107.953","141106.656"
"4","21","9","282","294","11","3","514.676","22.593","222731.813","214330.531"
"4","21","10","896","118","13","3","914.479","34.321","375007.531","360483.281"
"4","21","11","923","118","14","3","1017.689","38.572","409198.406","393062.281"
"4","21","12","921","122","15","3","1044.145","40.36","416147.781","399673.438"
"4","21","13","920","115","16","3","1003.059","40.455","399467.844","383799.313"
"4","21","14","897","109","17","3","889.701","38.769","356684.844","342988.594"
"4","21","15","810","119","17","3","708.679","34.386","288162.656","277341.719"
"4","21","16","337","190","16","3","369.336","25.061","155007.719","148775.625"
"4","21","17","578","84","14","2","261.469","20.487","101116.672","96367"
"4","21","18","318","44","12","1","61.536","12.98","21321.17","18369.877"
"4","21","19","0","0","10","1","0","10","0","0"
"4","21","20","0","0","9","1","0","9","0","0"
"4","21","21","0","0","8","1","0","8","0","0"
"4","21","22","0","0","6","1","0","6","0","0"
"4","21","23","0","0","5","1","0","5","0","0"
"4","22","0","0","0","4","1","0","4","0","0"
"4","22","1","0","0","4","1","0","4","0","0"
"4","22","2","0","0","4","1","0","4","0","0"
"4","22","3","0","0","5","1","0","5","0","0"
"4","22","4","0","0","4","1","0","4","0","0"
"4","22","5","0","0","4","0","0","4","0","0"
"4","22","6","446","46","6","0","91.22","5.804","30813.92","27673.5"
"4","22","7","678","74","9","1","307.542","17.136","122282.227","116976.094"
"4","22","8","793","92","12","1","540.905","28.423","221464.953","213107.375"
"4","22","9","872","98","15","1","751.289","38.502","299806.656","288521.719"
"4","22","10","911","104","17","1","914.107","45.796","353715.656","340151.25"
"4","22","11","927","109","19","1","1013.026","50.955","382006.875","367159.75"
"4","22","12","917","119","21","2","1037.872","49.029","395485.031","380005.875"
"4","22","13","912","115","22","3","996.175","46.025","385529.75","370518.719"
"4","22","14","893","108","23","3","885.872","44.448","345022.938","331840.719"
"4","22","15","836","106","23","4","714.069","38.737","284093.469","273432.281"
"4","22","16","750","96","23","3","496.471","34.98","195648.203","188155.328"
"4","22","17","596","79","20","3","262.57","25.988","98655.656","93968.531"
"4","22","18","354","42","18","3","63.488","18.584","20831.822","17890.098"
"4","22","19","0","0","16","4","0","16","0","0"
"4","22","20","0","0","15","5","0","15","0","0"
"4","22","21","0","0","14","5","0","14","0","0"
"4","22","22","0","0","13","5","0","13","0","0"
"4","22","23","0","0","12","4","0","12","0","0"
"4","23","0","0","0","11","3","0","11","0","0"
"4","23","1","0","0","11","3","0","11","0","0"
"4","23","2","0","0","11","3","0","11","0","0"
"4","23","3","0","0","10","3","0","10","0","0"
"4","23","4","0","0","9","3","0","9","0","0"
"4","23","5","0","0","10","3","0","10","0","0"
"4","23","6","440","45","12","4","90.861","12.427","29806.453","26686.424"
"4","23","7","666","72","15","5","303.121","19.752","119249.102","114024.758"
"4","23","8","779","90","19","5","532.748","28.624","218012.25","209773.188"
"4","23","9","849","101","23","6","742.278","35.654","300516.25","289202.719"
"4","23","10","875","114","25","7","894.443","39.198","358026.625","344270.594"
"4","23","11","885","125","27","7","990.649","42.918","389646.875","374443.125"
"4","23","12","886","128","28","8","1017.588","43.14","399857.656","384170.531"
"4","23","13","879","123","28","8","973.906","42.52","383807.813","368877"
"4","23","14","852","118","29","7","861.869","42.978","338249.063","325360.75"
"4","23","15","797","114","29","6","695.361","41.335","273114.438","262878.156"
"4","23","16","705","106","28","5","484.086","37.428","188762.734","181492.094"
"4","23","17","544","87","25","4","255.257","30.218","94821.953","90231.352"
"4","23","18","348","42","22","3","63.493","22.642","20481.145","17546.266"
"4","23","19","0","0","19","3","0","19","0","0"
"4","23","20","0","0","17","2","0","17","0","0"
"4","23","21","0","0","16","2","0","16","0","0"
"4","23","22","0","0","15","3","0","15","0","0"
"4","23","23","0","0","14","3","0","14","0","0"
"4","24","0","0","0","13","3","0","13","0","0"
"4","24","1","0","0","12","2","0","12","0","0"
"4","24","2","0","0","11","1","0","11","0","0"
"4","24","3","0","0","9","1","0","9","0","0"
"4","24","4","0","0","8","2","0","8","0","0"
"4","24","5","0","0","7","3","0","7","0","0"
"4","24","6","377","54","8","4","93.687","8.444","33225.848","30036.309"
"4","24","7","342","124","10","5","242.916","13.524","102548.938","97762.664"
"4","24","8","703","120","12","4","523.298","22.511","221046.313","212703.156"
"4","24","9","525","224","14","4","630.182","27.381","266174","256201.719"
"4","24","10","411","324","15","5","712.468","28.61","300599.406","289282.531"
"4","24","11","499","335","15","5","849.244","31.388","353826.781","340257.438"
"4","24","12","556","318","15","4","902.335","34.797","369777.688","355492.313"
"4","24","13","446","342","15","4","800","32.747","331099","318517.219"
"4","24","14","564","262","16","4","770.715","32.898","318309.688","306266.75"
"4","24","15","545","207","15","4","610.897","28.459","256235.234","246634.75"
"4","24","16","615","123","14","5","454.892","22.565","191080.172","183735.141"
"4","24","17","509","100","12","5","256.147","16.402","102402.5","97619.977"
"4","24","18","261","53","9","5","66.729","9.315","25058.512","22033.559"
"4","24","19","0","0","7","5","0","7","0","0"
"4","24","20","0","0","5","5","0","5","0","0"
"4","24","21","0","0","4","4","0","4","0","0"
"4","24","22","0","0","3","4","0","3","0","0"
"4","24","23","0","0","3","4","0","3","0","0"
"4","25","0","0","0","3","3","0","3","0","0"
"4","25","1","0","0","2","3","0","2","0","0"
"4","25","2","0","0","2","3","0","2","0","0"
"4","25","3","0","0","1","4","0","1","0","0"
"4","25","4","0","0","1","4","0","1","0","0"
"4","25","5","0","0","1","4","0","1","0","0"
"4","25","6","0","2","2","4","1.89","0.331","906.28","0"
"4","25","7","0","70","4","4","66.494","3.802","31411.914","28259.357"
"4","25","8","104","230","5","4","284.37","9.83","129885.063","124370.906"
"4","25","9","130","314","6","4","416.922","14.256","187759.469","180520.922"
"4","25","10","71","359","7","3","424.961","16.727","189610.984","182313.172"
"4","25","11","234","419","8","3","663.403","23.419","287090.469","276311.719"
"4","25","12","122","433","8","3","574.363","21.926","250307.219","240924.984"
"4","25","13","160","420","9","3","590.912","23.065","256139.297","246542.359"
"4","25","14","304","353","9","3","634.005","24.125","273212","262971.969"
"4","25","15","631","178","9","3","645.812","24.512","275803.781","265464.25"
"4","25","16","253","235","9","4","367.092","16.946","160908.891","154501.344"
"4","25","17","344","112","8","3","217.633","12.546","90682.875","86195.266"
"4","25","18","0","29","7","2","27.497","6.424","12844.102","10056.036"
"4","25","19","0","0","6","2","0","6","0","0"
"4","25","20","0","0","5","2","0","5","0","0"
"4","25","21","0","0","5","3","0","5","0","0"
"4","25","22","0","0","5","3","0","5","0","0"
"4","25","23","0","0","4","3","0","4","0","0"
"4","26","0","0","0","4","4","0","4","0","0"
"4","26","1","0","0","4","4","0","4","0","0"
"4","26","2","0","0","4","3","0","4","0","0"
"4","26","3","0","0","4","4","0","4","0","0"
"4","26","4","0","0","4","4","0","4","0","0"
"4","26","5","0","0","4","3","0","4","0","0"
"4","26","6","52","64","5","3","65.814","4.741","29518.455","26404.24"
"4","26","7","0","95","6","3","90.316","6.552","42163.852","38788.508"
"4","26","8","0","47","7","2","44.625","6.431","20844.119","17902.154"
"4","26","9","0","34","9","2","32.305","7.941","14990.927","12162.029"
"4","26","10","0","72","12","2","68.551","11.969","31253.004","28103.676"
"4","26","11","0","52","13","2","49.525","12.587","22517.313","19542.557"
"4","26","12","0","106","14","3","101.311","14.873","45594.57","42146.332"
"4","26","13","0","98","15","4","93.52","15.751","41922.645","38552.391"
"4","26","14","0","98","14","4","93.397","14.716","42062.574","38689.367"
"4","26","15","5","181","13","4","177.497","15.576","79611.398","75393.008"
"4","26","16","0","63","12","5","59.843","12.079","27269.654","24200.633"
"4","26","17","0","55","11","5","52.205","10.721","23932.221","20929.574"
"4","26","18","0","34","9","4","32.256","8.193","14951.856","12123.705"
"4","26","19","0","0","7","4","0","7","0","0"
"4","26","20","0","0","6","4","0","6","0","0"
"4","26","21","0","0","5","4","0","5","0","0"
"4","26","22","0","0","4","4","0","4","0","0"
"4","26","23","0","0","3","4","0","3","0","0"
"4","27","0","0","0","3","4","0","3","0","0"
"4","27","1","0","0","2","5","0","2","0","0"
"4","27","2","0","0","2","5","0","2","0","0"
"4","27","3","0","0","2","5","0","2","0","0"
"4","27","4","0","0","1","5","0","1","0","0"
"4","27","5","0","0","1","5","0","1","0","0"
"4","27","6","4","61","2","5","57.638","1.655","27364.449","24293.529"
"4","27","7","4","123","3","6","118.418","3.861","55837.754","52166.664"
"4","27","8","0","67","4","5","63.661","3.985","30050.119","26925.166"
"4","27","9","0","146","5","5","139.756","6.402","65287.313","61403.715"
"4","27","10","129","383","6","4","509.79","15.997","228184.828","219594.047"
"4","27","11","133","425","7","4","571.966","19.165","252442.047","242981.531"
"4","27","12","81","419","7","4","507.524","17.88","225326.094","216834.922"
"4","27","13","17","288","8","3","296.641","14.854","133511.625","127896.734"
"4","27","14","73","354","8","3","419.263","17.258","186601.781","179400.188"
"4","27","15","80","293","8","4","348.577","15.041","156460.469","150185.422"
"4","27","16","201","218","8","3","322.808","15.062","142962.063","137080.063"
"4","27","17","147","133","7","2","174.137","10.939","76209.516","72072.023"
"4","27","18","0","40","5","1","37.763","4.577","17780.434","14897.969"
"4","27","19","0","0","3","1","0","3","0","0"
"4","27","20","0","0","3","1","0","3","0","0"
"4","27","21","0","0","3","0","0","3","0","0"
"4","27","22","0","0","3","0","0","3","0","0"
"4","27","23","0","0","2","0","0","2","0","0"
"4","28","0","0","0","1","0","0","1","0","0"
"4","28","1","0","0","1","1","0","1","0","0"
"4","28","2","0","0","0","1","0","0","0","0"
"4","28","3","0","0","0","1","0","0","0","0"
"4","28","4","0","0","0","1","0","0","0","0"
"4","28","5","0","0","0","1","0","0","0","0"
"4","28","6","394","62","2","2","106.194","2.794","39170.645","35858.188"
"4","28","7","632","95","6","3","321.781","12.391","133000.219","127399.586"
"4","28","8","758","114","9","4","553.51","20.357","236293.484","227416.828"
"4","28","9","569","212","10","4","653.503","24.016","280454.625","269935.25"
"4","28","10","211","384","12","4","583.233","24.671","250807.672","241407.125"
"4","28","11","212","426","13","4","649.318","26.932","276393.625","266031.344"
"4","28","12","232","436","14","4","686.056","28.837","289409.688","278539.531"
"4","28","13","409","360","15","4","783.214","31.958","325409.375","313068.813"
"4","28","14","313","354","16","4","642.508","30.143","269079.969","258997.578"
"4","28","15","401","263","16","4","559.557","28.083","235508.594","226659.828"
"4","28","16","0","97","15","5","92.311","16.39","41261.711","37905.391"
"4","28","17","0","102","14","4","96.813","14.79","43586.715","40181.246"
"4","28","18","0","25","12","3","23.69","11.057","10844.35","8094.011"
"4","28","19","0","0","10","3","0","10","0","0"
"4","28","20","0","0","9","3","0","9","0","0"
"4","28","21","0","0","9","3","0","9","0","0"
"4","28","22","0","0","9","4","0","9","0","0"
"4","28","23","0","0","9","3","0","9","0","0"
"4","29","0","0","0","9","3","0","9","0","0"
"4","29","1","0","0","9","4","0","9","0","0"
"4","29","2","0","0","8","4","0","8","0","0"
"4","29","3","0","0","8","4","0","8","0","0"
"4","29","4","0","0","9","5","0","9","0","0"
"4","29","5","0","0","9","6","0","9","0","0"
"4","29","6","0","39","9","6","36.998","8.383","17135.637","14265.606"
"4","29","7","0","28","9","5","26.541","8.155","12304.732","9526.872"
"4","29","8","0","17","10","5","16.125","8.942","7450.192","4763.206"
"4","29","9","0","135","10","5","129.051","11.153","59048.465","55305.914"
